nx,ny,PCP,POP,PTY,REH,SKY,TMP,WSD
50,119,-99.0,-99.0,0.0,-99.0,4.0,-99.0,8.4
50,120,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.3
50,121,-99.0,-99.0,0.0,-99.0,4.0,-99.0,12.2
50,122,-99.0,-99.0,1.0,-99.0,4.0,-99.0,12.9
50,123,-99.0,-99.0,1.0,-99.0,4.0,-99.0,13.7
50,124,-99.0,-99.0,0.0,-99.0,4.0,-99.0,14.1
50,125,-99.0,-99.0,0.0,-99.0,4.0,-99.0,14.3
50,126,-99.0,-99.0,1.0,-99.0,4.0,-99.0,14.4
50,127,-99.0,-99.0,1.0,-99.0,4.0,-99.0,14.4
50,128,-99.0,-99.0,0.0,-99.0,4.0,-99.0,14.4
50,129,-99.0,-99.0,0.0,-99.0,3.0,-99.0,14.2
50,130,-99.0,-99.0,0.0,-99.0,3.0,-99.0,14.0
50,131,-99.0,-99.0,0.0,-99.0,3.0,-99.0,13.9
50,132,-99.0,-99.0,0.0,-99.0,3.0,-99.0,13.7
50,133,-99.0,-99.0,0.0,-99.0,3.0,-99.0,13.6
50,134,-99.0,-99.0,0.0,-99.0,3.0,-99.0,13.3
50,135,-99.0,-99.0,0.0,-99.0,3.0,-99.0,13.2
51,119,0.0,30.0,0.0,55.0,4.0,11.0,8.1
51,120,0.0,30.0,0.0,55.0,4.0,11.0,7.6
51,121,0.0,30.0,0.0,55.0,4.0,11.0,7.2
51,122,0.0,30.0,0.0,55.0,4.0,11.0,6.8
51,123,0.0,30.0,0.0,55.0,4.0,11.0,6.7
51,124,0.0,30.0,0.0,55.0,4.0,10.0,7.0
51,125,0.0,30.0,0.0,60.0,4.0,8.0,7.1
51,126,0.0,30.0,0.0,60.0,4.0,8.0,7.2
51,127,0.0,60.0,1.0,65.0,4.0,8.0,7.4
51,128,0.0,30.0,0.0,65.0,4.0,8.0,7.5
51,129,0.0,30.0,0.0,60.0,4.0,9.0,7.5
51,130,0.0,30.0,0.0,60.0,4.0,8.0,7.5
51,131,0.0,20.0,0.0,65.0,3.0,7.0,7.3
51,132,0.0,20.0,0.0,65.0,3.0,2.0,7.1
51,133,0.0,20.0,0.0,60.0,3.0,5.0,6.6
51,134,0.0,20.0,0.0,50.0,3.0,9.0,6.5
51,135,0.0,20.0,0.0,50.0,3.0,10.0,6.5
52,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,15.4
52,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,15.3
52,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,15.3
52,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,15.4
52,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,15.3
52,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,15.3
52,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,15.2
52,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,15.2
