nx,ny,PCP,POP,PTY,REH,SKY,TMP,WSD
50,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.1
50,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.8
50,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,7.4
50,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,8.3
50,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,9.2
50,124,-99.0,-99.0,0.0,-99.0,3.0,-99.0,9.8
50,125,-99.0,-99.0,0.0,-99.0,3.0,-99.0,10.3
50,126,-99.0,-99.0,0.0,-99.0,3.0,-99.0,10.7
50,127,-99.0,-99.0,0.0,-99.0,3.0,-99.0,11.0
50,128,-99.0,-99.0,0.0,-99.0,3.0,-99.0,11.1
50,129,-99.0,-99.0,0.0,-99.0,3.0,-99.0,11.4
50,130,-99.0,-99.0,0.0,-99.0,3.0,-99.0,11.4
50,131,-99.0,-99.0,0.0,-99.0,3.0,-99.0,11.4
50,132,-99.0,-99.0,0.0,-99.0,3.0,-99.0,11.4
50,133,-99.0,-99.0,0.0,-99.0,3.0,-99.0,11.4
50,134,-99.0,-99.0,0.0,-99.0,3.0,-99.0,11.3
50,135,-99.0,-99.0,0.0,-99.0,3.0,-99.0,11.1
51,119,0.0,30.0,0.0,90.0,4.0,14.0,3.6
51,120,0.0,30.0,0.0,85.0,4.0,14.0,3.5
51,121,0.0,30.0,0.0,85.0,4.0,14.0,3.5
51,122,0.0,30.0,0.0,90.0,4.0,14.0,3.4
51,123,0.0,30.0,0.0,95.0,4.0,13.0,3.4
51,124,0.0,30.0,0.0,95.0,4.0,13.0,3.5
51,125,0.0,30.0,0.0,95.0,4.0,11.0,3.5
51,126,0.0,30.0,0.0,95.0,4.0,12.0,3.3
51,127,0.0,30.0,0.0,95.0,4.0,11.0,3.1
51,128,0.0,30.0,0.0,95.0,4.0,12.0,3.0
51,129,0.0,60.0,1.0,95.0,4.0,12.0,3.0
51,130,0.0,60.0,1.0,95.0,4.0,12.0,3.0
51,131,1.0,60.0,1.0,95.0,4.0,11.0,3.1
51,132,2.0,60.0,1.0,95.0,4.0,7.0,3.1
51,133,2.0,60.0,1.0,95.0,4.0,9.0,3.1
51,134,2.0,60.0,1.0,95.0,4.0,12.0,2.8
51,135,3.0,60.0,1.0,95.0,4.0,12.0,2.5
52,119,-99.0,-99.0,0.0,-99.0,4.0,-99.0,11.5
52,120,-99.0,-99.0,0.0,-99.0,4.0,-99.0,11.3
52,121,-99.0,-99.0,0.0,-99.0,4.0,-99.0,11.3
52,122,-99.0,-99.0,0.0,-99.0,4.0,-99.0,11.2
52,123,-99.0,-99.0,0.0,-99.0,4.0,-99.0,11.1
52,124,-99.0,-99.0,0.0,-99.0,4.0,-99.0,11.0
52,125,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.9
52,126,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.9
52,127,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.9
52,128,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.8
52,129,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.7
52,130,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.7
52,131,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.6
52,132,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.6
52,133,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.5
52,134,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.5
52,135,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.3
53,119,-99.0,-99.0,0.0,-99.0,4.0,-99.0,11.0
53,120,-99.0,-99.0,0.0,-99.0,4.0,-99.0,11.1
53,121,-99.0,-99.0,0.0,-99.0,4.0,-99.0,11.0
53,122,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.9
53,123,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.7
53,124,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.6
53,125,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.5
53,126,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.4
53,127,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.5
53,128,-99.0,-99.0,0.0,-99.0,3.0,-99.0,10.5
53,129,-99.0,-99.0,0.0,-99.0,3.0,-99.0,10.5
53,130,-99.0,-99.0,0.0,-99.0,3.0,-99.0,10.5
53,131,-99.0,-99.0,0.0,-99.0,3.0,-99.0,10.6
53,132,-99.0,-99.0,0.0,-99.0,3.0,-99.0,10.3
53,133,-99.0,-99.0,0.0,-99.0,3.0,-99.0,10.1
53,134,-99.0,-99.0,0.0,-99.0,3.0,-99.0,9.8
53,135,-99.0,-99.0,0.0,-99.0,3.0,-99.0,9.8
54,119,0.0,60.0,1.0,90.0,4.0,13.0,3.1
54,120,0.0,60.0,1.0,90.0,4.0,13.0,2.8
54,121,0.0,60.0,1.0,90.0,4.0,9.0,2.6
54,122,0.0,30.0,0.0,90.0,4.0,12.0,2.3
54,123,0.0,30.0,0.0,90.0,4.0,13.0,2.0
54,124,0.0,30.0,0.0,85.0,4.0,15.0,1.6
54,125,0.0,30.0,0.0,85.0,4.0,15.0,1.3
54,126,0.0,30.0,0.0,85.0,4.0,14.0,1.2
54,127,0.0,30.0,0.0,85.0,4.0,13.0,1.1
54,128,0.0,30.0,0.0,85.0,4.0,14.0,1.1
54,129,0.0,30.0,0.0,90.0,4.0,14.0,1.1
54,130,0.0,30.0,0.0,90.0,4.0,14.0,1.1
54,131,0.0,30.0,0.0,90.0,4.0,15.0,1.1
54,132,0.0,30.0,0.0,85.0,4.0,14.0,1.1
54,133,0.0,30.0,0.0,80.0,4.0,14.0,1.1
54,134,0.0,30.0,0.0,80.0,4.0,13.0,1.1
54,135,0.0,30.0,0.0,85.0,4.0,12.0,1.3
55,119,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.1
55,120,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.1
55,121,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.0
55,122,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.0
55,123,-99.0,-99.0,0.0,-99.0,4.0,-99.0,9.9
55,124,-99.0,-99.0,0.0,-99.0,4.0,-99.0,9.8
55,125,-99.0,-99.0,0.0,-99.0,4.0,-99.0,9.6
55,126,-99.0,-99.0,0.0,-99.0,4.0,-99.0,9.4
55,127,-99.0,-99.0,0.0,-99.0,4.0,-99.0,9.3
55,128,-99.0,-99.0,0.0,-99.0,4.0,-99.0,9.1
55,129,-99.0,-99.0,0.0,-99.0,4.0,-99.0,8.9
55,130,-99.0,-99.0,0.0,-99.0,4.0,-99.0,8.7
55,131,-99.0,-99.0,0.0,-99.0,4.0,-99.0,8.5
55,132,-99.0,-99.0,0.0,-99.0,4.0,-99.0,8.5
55,133,0.0,30.0,0.0,85.0,4.0,13.0,8.3
55,134,-99.0,-99.0,0.0,-99.0,4.0,-99.0,8.3
55,135,-99.0,-99.0,0.0,-99.0,4.0,-99.0,8.2
56,119,-99.0,-99.0,0.0,-99.0,4.0,-99.0,9.9
56,120,-99.0,-99.0,0.0,-99.0,4.0,-99.0,9.7
56,121,-99.0,-99.0,0.0,-99.0,4.0,-99.0,9.7
56,122,-99.0,-99.0,0.0,-99.0,4.0,-99.0,9.6
56,123,-99.0,-99.0,0.0,-99.0,4.0,-99.0,9.5
56,124,-99.0,-99.0,0.0,-99.0,4.0,-99.0,9.5
56,125,-99.0,-99.0,0.0,-99.0,4.0,-99.0,9.4
56,126,-99.0,-99.0,0.0,-99.0,4.0,-99.0,9.4
56,127,-99.0,-99.0,0.0,-99.0,4.0,-99.0,9.3
