nx,ny,PCP,POP,PTY,REH,SKY,TMP,WSD,년,월,일,시각
53,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.3,2022,3,29,11
53,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.4,2022,3,29,11
53,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.6,2022,3,29,11
53,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.7,2022,3,29,11
53,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.8,2022,3,29,11
53,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.0,2022,3,29,11
53,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.1,2022,3,29,11
53,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.2,2022,3,29,11
53,133,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.3,2022,3,29,11
53,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.5,2022,3,29,11
53,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.6,2022,3,29,11
54,119,0.0,0.0,0.0,30.0,1.0,15.0,1.0,2022,3,29,11
54,120,0.0,0.0,0.0,35.0,1.0,15.0,0.8,2022,3,29,11
54,121,0.0,0.0,0.0,35.0,1.0,12.0,0.8,2022,3,29,11
54,122,0.0,0.0,0.0,35.0,1.0,14.0,0.9,2022,3,29,11
54,123,0.0,0.0,0.0,35.0,1.0,14.0,1.1,2022,3,29,11
54,124,0.0,0.0,0.0,35.0,1.0,16.0,1.3,2022,3,29,11
54,125,0.0,0.0,0.0,35.0,1.0,15.0,1.4,2022,3,29,11
54,126,0.0,0.0,0.0,35.0,1.0,15.0,1.6,2022,3,29,11
54,127,0.0,0.0,0.0,35.0,1.0,14.0,1.6,2022,3,29,11
54,128,0.0,0.0,0.0,30.0,1.0,15.0,1.6,2022,3,29,11
54,129,0.0,0.0,0.0,30.0,1.0,14.0,1.5,2022,3,29,11
54,130,0.0,0.0,0.0,35.0,1.0,14.0,1.4,2022,3,29,11
54,131,0.0,0.0,0.0,35.0,1.0,14.0,1.3,2022,3,29,11
54,132,0.0,0.0,0.0,35.0,1.0,13.0,1.2,2022,3,29,11
54,133,0.0,0.0,0.0,35.0,1.0,13.0,1.2,2022,3,29,11
54,134,0.0,0.0,0.0,35.0,1.0,12.0,1.3,2022,3,29,11
54,135,0.0,0.0,0.0,35.0,1.0,11.0,1.3,2022,3,29,11
55,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.4,2022,3,29,11
55,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.3,2022,3,29,11
55,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.2,2022,3,29,11
55,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.1,2022,3,29,11
55,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.1,2022,3,29,11
55,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.0,2022,3,29,11
55,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.9,2022,3,29,11
55,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.8,2022,3,29,11
55,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.7,2022,3,29,11
55,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.6,2022,3,29,11
55,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.4,2022,3,29,11
55,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.2,2022,3,29,11
55,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.0,2022,3,29,11
55,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.8,2022,3,29,11
55,133,0.0,0.0,0.0,70.0,1.0,10.0,3.6,2022,3,29,11
55,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.4,2022,3,29,11
55,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.2,2022,3,29,11
56,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.4,2022,3,29,11
56,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.5,2022,3,29,11
56,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.7,2022,3,29,11
56,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.8,2022,3,29,11
56,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.0,2022,3,29,11
56,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.2,2022,3,29,11
56,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.3,2022,3,29,11
56,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.4,2022,3,29,11
56,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.5,2022,3,29,11
56,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.6,2022,3,29,11
56,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.7,2022,3,29,11
56,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.7,2022,3,29,11
56,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.7,2022,3,29,11
56,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.7,2022,3,29,11
56,133,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.8,2022,3,29,11
56,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.8,2022,3,29,11
56,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.9,2022,3,29,11
57,119,0.0,0.0,0.0,40.0,1.0,14.0,1.3,2022,3,29,11
57,120,0.0,0.0,0.0,35.0,1.0,14.0,1.4,2022,3,29,11
57,121,0.0,0.0,0.0,30.0,1.0,15.0,1.4,2022,3,29,11
57,122,0.0,0.0,0.0,35.0,1.0,15.0,1.5,2022,3,29,11
57,123,0.0,0.0,0.0,30.0,1.0,15.0,1.5,2022,3,29,11
57,124,0.0,0.0,0.0,35.0,1.0,14.0,1.6,2022,3,29,11
57,125,0.0,0.0,0.0,40.0,1.0,13.0,1.6,2022,3,29,11
57,126,0.0,0.0,0.0,40.0,1.0,13.0,1.6,2022,3,29,11
57,127,0.0,0.0,0.0,40.0,1.0,13.0,1.6,2022,3,29,11
57,128,0.0,0.0,0.0,35.0,1.0,14.0,1.6,2022,3,29,11
57,129,0.0,0.0,0.0,35.0,1.0,14.0,1.6,2022,3,29,11
57,130,0.0,0.0,0.0,40.0,1.0,13.0,1.7,2022,3,29,11
57,131,0.0,0.0,0.0,40.0,1.0,13.0,1.7,2022,3,29,11
57,132,0.0,0.0,0.0,40.0,1.0,14.0,1.7,2022,3,29,11
57,133,0.0,0.0,0.0,40.0,1.0,14.0,1.8,2022,3,29,11
57,134,0.0,0.0,0.0,45.0,1.0,14.0,1.8,2022,3,29,11
57,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.1,2022,3,29,11
58,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.1,2022,3,29,11
58,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.9,2022,3,29,11
58,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.8,2022,3,29,11
58,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.5,2022,3,29,11
58,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.5,2022,3,29,11
58,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.3,2022,3,29,11
58,125,0.0,0.0,0.0,60.0,1.0,11.0,3.1,2022,3,29,11
58,126,0.0,0.0,0.0,60.0,1.0,12.0,3.1,2022,3,29,11
58,127,0.0,0.0,0.0,60.0,1.0,12.0,3.0,2022,3,29,11
58,128,0.0,0.0,0.0,50.0,1.0,13.0,2.9,2022,3,29,11
58,129,0.0,0.0,0.0,45.0,1.0,14.0,2.7,2022,3,29,11
58,130,0.0,0.0,0.0,45.0,1.0,14.0,2.4,2022,3,29,11
58,131,0.0,0.0,0.0,40.0,1.0,13.0,2.1,2022,3,29,11
58,132,0.0,0.0,0.0,45.0,1.0,14.0,2.1,2022,3,29,11
58,133,0.0,0.0,0.0,40.0,1.0,14.0,2.0,2022,3,29,11
58,134,0.0,0.0,0.0,45.0,1.0,15.0,1.9,2022,3,29,11
58,135,0.0,0.0,0.0,45.0,1.0,15.0,1.9,2022,3,29,11
59,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.7,2022,3,29,11
59,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.8,2022,3,29,11
59,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.8,2022,3,29,11
59,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.0,2022,3,29,11
59,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.0,2022,3,29,11
59,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.0,2022,3,29,11
59,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.0,2022,3,29,11
59,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.0,2022,3,29,11
59,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.9,2022,3,29,11
59,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.9,2022,3,29,11
59,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.9,2022,3,29,11
59,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.0,2022,3,29,11
59,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.0,2022,3,29,11
59,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.1,2022,3,29,11
59,133,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.1,2022,3,29,11
59,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.1,2022,3,29,11
59,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.2,2022,3,29,11
60,119,0.0,0.0,0.0,40.0,1.0,14.0,2.2,2022,3,29,11
60,120,0.0,0.0,0.0,45.0,1.0,13.0,2.8,2022,3,29,11
60,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.3,2022,3,29,11
60,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.6,2022,3,29,11
60,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.0,2022,3,29,11
60,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.4,2022,3,29,11
60,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.1,2022,3,29,11
60,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.3,2022,3,29,11
60,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.3,2022,3,29,11
60,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.3,2022,3,29,11
60,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.1,2022,3,29,11
60,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.2,2022,3,29,11
60,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.4,2022,3,29,11
60,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.9,2022,3,29,11
60,133,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.2,2022,3,29,11
60,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.6,2022,3,29,11
60,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.9,2022,3,29,11
61,119,0.0,0.0,0.0,40.0,1.0,15.0,2.2,2022,3,29,11
61,120,0.0,0.0,0.0,40.0,1.0,15.0,2.0,2022,3,29,11
61,121,0.0,0.0,0.0,40.0,1.0,14.0,2.0,2022,3,29,11
61,122,0.0,0.0,0.0,40.0,1.0,15.0,1.9,2022,3,29,11
61,123,0.0,0.0,0.0,40.0,1.0,14.0,1.7,2022,3,29,11
61,124,0.0,0.0,0.0,40.0,1.0,14.0,1.7,2022,3,29,11
61,125,0.0,0.0,0.0,40.0,1.0,15.0,1.7,2022,3,29,11
61,126,0.0,0.0,0.0,45.0,1.0,14.0,1.7,2022,3,29,11
61,127,0.0,0.0,0.0,40.0,1.0,14.0,1.6,2022,3,29,11
61,128,0.0,0.0,0.0,40.0,1.0,15.0,1.7,2022,3,29,11
61,129,0.0,0.0,0.0,40.0,1.0,14.0,1.6,2022,3,29,11
61,130,0.0,0.0,0.0,40.0,1.0,14.0,1.6,2022,3,29,11
61,131,0.0,0.0,0.0,40.0,1.0,14.0,1.6,2022,3,29,11
61,132,0.0,0.0,0.0,40.0,1.0,14.0,1.6,2022,3,29,11
61,133,0.0,0.0,0.0,40.0,1.0,14.0,1.6,2022,3,29,11
61,134,0.0,0.0,0.0,35.0,1.0,14.0,1.6,2022,3,29,11
61,135,0.0,0.0,0.0,35.0,1.0,14.0,1.6,2022,3,29,11
62,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.1,2022,3,29,11
62,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.1,2022,3,29,11
62,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.0,2022,3,29,11
62,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.0,2022,3,29,11
62,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.0,2022,3,29,11
62,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.1,2022,3,29,11
62,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.0,2022,3,29,11
62,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.9,2022,3,29,11
62,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.8,2022,3,29,11
62,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.7,2022,3,29,11
62,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.6,2022,3,29,11
62,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.5,2022,3,29,11
62,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.4,2022,3,29,11
62,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.3,2022,3,29,11
62,133,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.2,2022,3,29,11
62,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.2,2022,3,29,11
62,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.2,2022,3,29,11
63,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.1,2022,3,29,11
63,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.2,2022,3,29,11
63,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.4,2022,3,29,11
63,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.5,2022,3,29,11
63,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.6,2022,3,29,11
63,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.7,2022,3,29,11
63,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.9,2022,3,29,11
63,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.0,2022,3,29,11
63,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.1,2022,3,29,11
63,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.2,2022,3,29,11
63,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.3,2022,3,29,11
63,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.4,2022,3,29,11
63,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.6,2022,3,29,11
63,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.8,2022,3,29,11
63,133,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.9,2022,3,29,11
63,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.1,2022,3,29,11
63,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.3,2022,3,29,11
64,119,0.0,0.0,0.0,45.0,1.0,14.0,2.0,2022,3,29,11
64,120,0.0,0.0,0.0,40.0,1.0,14.0,2.0,2022,3,29,11
64,121,0.0,0.0,0.0,40.0,1.0,13.0,2.0,2022,3,29,11
64,122,0.0,0.0,0.0,40.0,1.0,14.0,2.0,2022,3,29,11
64,123,0.0,0.0,0.0,35.0,1.0,14.0,1.9,2022,3,29,11
64,124,0.0,0.0,0.0,35.0,1.0,14.0,1.9,2022,3,29,11
64,125,0.0,0.0,0.0,40.0,1.0,14.0,1.8,2022,3,29,11
64,126,0.0,0.0,0.0,40.0,1.0,13.0,1.8,2022,3,29,11
64,127,0.0,0.0,0.0,40.0,1.0,11.0,1.8,2022,3,29,11
64,128,0.0,0.0,0.0,45.0,1.0,11.0,1.7,2022,3,29,11
64,129,0.0,0.0,0.0,45.0,1.0,14.0,1.6,2022,3,29,11
64,130,0.0,0.0,0.0,45.0,1.0,12.0,1.6,2022,3,29,11
64,131,0.0,0.0,0.0,45.0,1.0,12.0,1.6,2022,3,29,11
64,132,0.0,0.0,0.0,45.0,1.0,11.0,1.7,2022,3,29,11
64,133,0.0,0.0,0.0,45.0,1.0,11.0,1.8,2022,3,29,11
64,134,0.0,0.0,0.0,45.0,1.0,12.0,1.8,2022,3,29,11
64,135,0.0,0.0,0.0,45.0,1.0,12.0,1.9,2022,3,29,11
65,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.0,2022,3,29,11
65,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.9,2022,3,29,11
65,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.8,2022,3,29,11
65,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.8,2022,3,29,11
65,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.7,2022,3,29,11
65,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.8,2022,3,29,11
65,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.8,2022,3,29,11
65,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.7,2022,3,29,11
65,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.8,2022,3,29,11
65,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.8,2022,3,29,11
65,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.8,2022,3,29,11
65,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.9,2022,3,29,11
65,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.8,2022,3,29,11
65,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.8,2022,3,29,11
65,133,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.8,2022,3,29,11
65,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.8,2022,3,29,11
65,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.6,2022,3,29,11
66,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.6,2022,3,29,11
66,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.5,2022,3,29,11
66,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.7,2022,3,29,11
66,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.9,2022,3,29,11
66,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.0,2022,3,29,11
66,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.3,2022,3,29,11
66,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.6,2022,3,29,11
66,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.9,2022,3,29,11
66,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.1,2022,3,29,11
66,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.3,2022,3,29,11
66,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.5,2022,3,29,11
66,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.6,2022,3,29,11
66,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.7,2022,3,29,11
66,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.7,2022,3,29,11
66,133,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.9,2022,3,29,11
66,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.9,2022,3,29,11
66,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,7.0,2022,3,29,11
50,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.4,2022,3,29,14
50,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.7,2022,3,29,14
50,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.0,2022,3,29,14
50,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.3,2022,3,29,14
50,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.6,2022,3,29,14
50,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.1,2022,3,29,14
50,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.8,2022,3,29,14
50,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.5,2022,3,29,14
50,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.3,2022,3,29,14
50,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.1,2022,3,29,14
50,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.8,2022,3,29,14
50,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.6,2022,3,29,14
50,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.2,2022,3,29,14
50,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.1,2022,3,29,14
50,133,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.4,2022,3,29,14
50,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.6,2022,3,29,14
50,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.0,2022,3,29,14
51,119,0.0,0.0,0.0,35.0,1.0,18.0,1.1,2022,3,29,14
51,120,0.0,0.0,0.0,35.0,1.0,18.0,1.0,2022,3,29,14
51,121,0.0,0.0,0.0,35.0,1.0,18.0,1.1,2022,3,29,14
51,122,0.0,0.0,0.0,30.0,1.0,18.0,1.2,2022,3,29,14
51,123,0.0,0.0,0.0,30.0,1.0,18.0,1.4,2022,3,29,14
51,124,0.0,0.0,0.0,30.0,1.0,17.0,1.5,2022,3,29,14
51,125,0.0,0.0,0.0,30.0,1.0,16.0,1.6,2022,3,29,14
51,126,0.0,0.0,0.0,30.0,1.0,17.0,1.7,2022,3,29,14
51,127,0.0,0.0,0.0,30.0,1.0,17.0,1.7,2022,3,29,14
51,128,0.0,0.0,0.0,25.0,1.0,17.0,1.8,2022,3,29,14
51,129,0.0,0.0,0.0,25.0,1.0,18.0,1.7,2022,3,29,14
51,130,0.0,0.0,0.0,25.0,1.0,18.0,1.8,2022,3,29,14
51,131,0.0,0.0,0.0,30.0,1.0,16.0,1.7,2022,3,29,14
51,132,0.0,0.0,0.0,35.0,1.0,13.0,1.6,2022,3,29,14
51,133,0.0,0.0,0.0,30.0,1.0,15.0,1.4,2022,3,29,14
51,134,0.0,0.0,0.0,25.0,1.0,18.0,1.2,2022,3,29,14
51,135,0.0,0.0,0.0,25.0,1.0,18.0,1.2,2022,3,29,14
52,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.4,2022,3,29,14
52,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.3,2022,3,29,14
52,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.2,2022,3,29,14
52,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.2,2022,3,29,14
52,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.1,2022,3,29,14
52,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.0,2022,3,29,14
52,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.8,2022,3,29,14
52,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.7,2022,3,29,14
52,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.6,2022,3,29,14
52,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.5,2022,3,29,14
52,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.4,2022,3,29,14
52,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.2,2022,3,29,14
52,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.1,2022,3,29,14
52,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.0,2022,3,29,14
52,133,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.9,2022,3,29,14
52,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.8,2022,3,29,14
52,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.7,2022,3,29,14
53,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.1,2022,3,29,14
53,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.4,2022,3,29,14
53,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.6,2022,3,29,14
53,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.8,2022,3,29,14
53,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.0,2022,3,29,14
53,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.2,2022,3,29,14
53,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.4,2022,3,29,14
53,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.6,2022,3,29,14
53,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.8,2022,3,29,14
53,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.9,2022,3,29,14
53,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.2,2022,3,29,14
53,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.3,2022,3,29,14
53,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.4,2022,3,29,14
53,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.6,2022,3,29,14
53,133,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.7,2022,3,29,14
53,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.8,2022,3,29,14
53,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.7,2022,3,29,14
54,119,0.0,0.0,0.0,25.0,1.0,18.0,1.5,2022,3,29,14
54,120,0.0,0.0,0.0,25.0,1.0,18.0,1.1,2022,3,29,14
54,121,0.0,0.0,0.0,30.0,1.0,15.0,0.8,2022,3,29,14
54,122,0.0,0.0,0.0,30.0,1.0,17.0,0.4,2022,3,29,14
54,123,0.0,0.0,0.0,25.0,1.0,18.0,0.1,2022,3,29,14
54,124,0.0,0.0,0.0,25.0,1.0,20.0,0.6,2022,3,29,14
54,125,0.0,0.0,0.0,25.0,1.0,19.0,1.0,2022,3,29,14
54,126,0.0,0.0,0.0,25.0,1.0,18.0,1.2,2022,3,29,14
54,127,0.0,0.0,0.0,25.0,1.0,17.0,1.4,2022,3,29,14
54,128,0.0,0.0,0.0,25.0,1.0,18.0,1.4,2022,3,29,14
54,129,0.0,0.0,0.0,25.0,1.0,17.0,1.2,2022,3,29,14
54,130,0.0,0.0,0.0,25.0,1.0,17.0,1.1,2022,3,29,14
54,131,0.0,0.0,0.0,25.0,1.0,17.0,1.1,2022,3,29,14
54,132,0.0,0.0,0.0,30.0,1.0,16.0,1.1,2022,3,29,14
54,133,0.0,0.0,0.0,30.0,1.0,16.0,1.2,2022,3,29,14
54,134,0.0,0.0,0.0,30.0,1.0,15.0,1.3,2022,3,29,14
54,135,0.0,0.0,0.0,25.0,1.0,15.0,1.4,2022,3,29,14
55,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.0,2022,3,29,14
55,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.9,2022,3,29,14
55,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.8,2022,3,29,14
