nx,ny,PCP,POP,PTY,REH,SKY,TMP,WSD
50,119,-99.0,-99.0,0.0,-99.0,4.0,-99.0,4.2
50,120,-99.0,-99.0,0.0,-99.0,4.0,-99.0,6.5
50,121,-99.0,-99.0,0.0,-99.0,4.0,-99.0,8.8
50,122,-99.0,-99.0,0.0,-99.0,4.0,-99.0,9.6
50,123,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.2
50,124,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.7
50,125,-99.0,-99.0,0.0,-99.0,4.0,-99.0,10.8
50,126,-99.0,-99.0,0.0,-99.0,4.0,-99.0,11.0
50,127,-99.0,-99.0,0.0,-99.0,4.0,-99.0,11.0
50,128,-99.0,-99.0,0.0,-99.0,4.0,-99.0,11.1
50,129,-99.0,-99.0,0.0,-99.0,4.0,-99.0,11.1
50,130,-99.0,-99.0,0.0,-99.0,4.0,-99.0,11.1
50,131,-99.0,-99.0,0.0,-99.0,4.0,-99.0,11.1
50,132,-99.0,-99.0,0.0,-99.0,4.0,-99.0,11.1
50,133,-99.0,-99.0,0.0,-99.0,4.0,-99.0,11.1
50,134,-99.0,-99.0,0.0,-99.0,4.0,-99.0,11.1
50,135,-99.0,-99.0,0.0,-99.0,4.0,-99.0,11.2
51,119,0.0,30.0,0.0,80.0,4.0,1.0,1.5
51,120,0.0,30.0,0.0,80.0,4.0,2.0,1.4
51,121,0.0,30.0,0.0,80.0,4.0,2.0,1.3
51,122,0.0,30.0,0.0,80.0,4.0,2.0,1.3
51,123,0.0,30.0,0.0,80.0,4.0,1.0,1.3
51,124,0.0,30.0,0.0,80.0,4.0,0.0,1.3
51,125,0.0,30.0,0.0,85.0,4.0,-2.0,1.3
51,126,0.0,30.0,0.0,85.0,4.0,-1.0,1.3
51,127,0.0,30.0,0.0,85.0,4.0,-1.0,1.4
51,128,0.0,30.0,0.0,90.0,4.0,-1.0,1.4
51,129,0.0,30.0,0.0,90.0,4.0,-1.0,1.4
51,130,0.0,30.0,0.0,90.0,4.0,-2.0,1.5
51,131,0.0,30.0,0.0,90.0,4.0,-2.0,1.6
51,132,0.0,30.0,0.0,90.0,4.0,-6.0,1.7
51,133,0.0,30.0,0.0,85.0,4.0,-4.0,1.9
51,134,0.0,30.0,0.0,85.0,4.0,0.0,2.0
