nx,ny,PCP,POP,PTY,REH,SKY,TMP,WSD
50,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.5
50,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.7
50,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.0
50,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.5
50,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.0
50,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.5
50,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.2
50,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.8
50,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.6
50,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.4
50,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.2
50,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.2
50,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.3
50,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.3
50,133,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.3
50,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.4
50,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.4
51,119,0.0,20.0,0.0,60.0,3.0,33.0,3.4
51,120,0.0,20.0,0.0,60.0,3.0,33.0,3.1
51,121,0.0,20.0,0.0,55.0,3.0,33.0,2.9
51,122,0.0,20.0,0.0,55.0,3.0,33.0,2.6
51,123,0.0,20.0,0.0,55.0,3.0,33.0,2.5
51,124,0.0,20.0,0.0,55.0,3.0,32.0,2.5
51,125,0.0,20.0,0.0,55.0,3.0,30.0,2.4
51,126,0.0,20.0,0.0,55.0,3.0,31.0,2.2
51,127,0.0,20.0,0.0,60.0,3.0,31.0,2.2
51,128,0.0,20.0,0.0,55.0,3.0,32.0,2.1
51,129,0.0,20.0,0.0,55.0,3.0,32.0,2.1
51,130,0.0,20.0,0.0,55.0,3.0,32.0,2.1
51,131,0.0,20.0,0.0,60.0,3.0,30.0,2.0
51,132,4.0,60.0,4.0,65.0,3.0,26.0,2.0
51,133,7.0,60.0,4.0,65.0,3.0,28.0,2.0
51,134,4.0,60.0,4.0,60.0,3.0,31.0,2.0
51,135,0.0,20.0,0.0,60.0,3.0,31.0,2.1
52,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.8
52,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.8
52,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.7
52,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.7
52,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.5
52,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.5
52,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.4
52,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.4
52,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.3
52,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.3
52,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.1
52,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.1
52,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.1
52,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.1
52,133,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.0
52,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.9
52,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.8
53,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.2
53,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.2
53,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.2
53,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.2
53,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.2
53,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.2
53,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.1
53,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.2
53,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.2
53,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.2
53,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.2
53,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.3
53,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.3
53,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.3
53,133,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.4
53,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.4
53,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.5
54,119,0.0,20.0,0.0,55.0,3.0,33.0,1.5
54,120,0.0,20.0,0.0,55.0,3.0,32.0,1.6
54,121,0.0,20.0,0.0,60.0,3.0,29.0,1.7
54,122,5.0,60.0,4.0,60.0,3.0,31.0,1.8
54,123,5.0,60.0,4.0,60.0,3.0,32.0,1.9
54,124,5.0,60.0,4.0,60.0,3.0,34.0,2.0
54,125,6.0,60.0,4.0,60.0,3.0,33.0,2.0
54,126,7.0,60.0,4.0,60.0,3.0,33.0,2.1
54,127,6.0,60.0,4.0,60.0,3.0,32.0,2.2
54,128,4.0,60.0,4.0,60.0,3.0,33.0,2.1
54,129,0.0,20.0,0.0,55.0,3.0,33.0,2.2
54,130,0.0,20.0,0.0,60.0,3.0,33.0,2.1
54,131,0.0,20.0,0.0,60.0,3.0,33.0,2.1
54,132,0.0,20.0,0.0,60.0,3.0,32.0,2.0
54,133,0.0,20.0,0.0,60.0,3.0,32.0,1.9
54,134,0.0,20.0,0.0,60.0,3.0,31.0,1.9
54,135,0.0,20.0,0.0,60.0,3.0,30.0,1.9
55,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.8
55,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.7
55,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.6
55,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.3
55,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.2
55,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.0
55,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.8
