nx,ny,PCP,POP,PTY,REH,SKY,TMP,WSD
50,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.7
50,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,7.8
50,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,10.9
50,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,11.9
50,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,13.0
50,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,13.8
50,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.0
50,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.3
50,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.4
50,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.4
50,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.5
50,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.5
50,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.5
50,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.5
50,133,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.4
50,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.4
50,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.5
51,119,0.0,0.0,0.0,55.0,1.0,-2.0,2.1
51,120,0.0,0.0,0.0,50.0,1.0,-2.0,2.1
51,121,0.0,0.0,0.0,50.0,1.0,-2.0,2.3
51,122,0.0,0.0,0.0,50.0,1.0,-2.0,2.5
51,123,0.0,0.0,0.0,50.0,1.0,-2.0,2.7
51,124,0.0,0.0,0.0,50.0,1.0,-3.0,3.0
51,125,0.0,0.0,0.0,55.0,1.0,-5.0,3.2
51,126,0.0,0.0,0.0,60.0,1.0,-5.0,3.4
51,127,0.0,0.0,0.0,60.0,1.0,-6.0,3.6
51,128,0.0,0.0,0.0,60.0,1.0,-5.0,3.8
51,129,0.0,0.0,0.0,60.0,1.0,-6.0,4.2
51,130,0.0,0.0,0.0,55.0,1.0,-6.0,4.5
51,131,0.0,0.0,0.0,50.0,1.0,-6.0,4.7
51,132,0.0,0.0,0.0,50.0,1.0,-10.0,4.7
51,133,0.0,0.0,0.0,45.0,1.0,-8.0,4.5
51,134,0.0,0.0,0.0,50.0,1.0,-4.0,4.2
51,135,0.0,0.0,0.0,50.0,1.0,-4.0,3.8
52,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.2
52,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.4
52,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.6
52,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.8
52,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.0
52,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.3
52,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.5
52,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.7
52,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.8
52,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,7.1
52,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,7.3
52,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,7.4
52,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,7.7
52,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,7.8
52,133,-99.0,-99.0,0.0,-99.0,1.0,-99.0,8.0
52,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,8.1
52,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,8.3
53,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.1
53,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.2
53,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.1
53,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.1
53,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.1
53,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.1
53,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.1
53,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.1
53,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.1
53,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.1
53,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.1
53,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.2
53,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.2
53,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.2
53,133,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.2
53,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.3
53,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.3
54,119,0.0,0.0,0.0,55.0,1.0,-5.0,4.3
54,120,0.0,0.0,0.0,55.0,1.0,-4.0,4.4
54,121,0.0,0.0,0.0,55.0,1.0,-8.0,4.4
54,122,0.0,0.0,0.0,50.0,1.0,-5.0,4.4
54,123,0.0,0.0,0.0,50.0,1.0,-4.0,4.2
54,124,0.0,0.0,0.0,55.0,1.0,-3.0,3.9
54,125,0.0,0.0,0.0,50.0,1.0,-3.0,3.6
54,126,0.0,0.0,0.0,40.0,1.0,-2.0,3.3
54,127,0.0,0.0,0.0,40.0,1.0,-3.0,2.8
54,128,0.0,0.0,0.0,40.0,1.0,-2.0,2.8
54,129,0.0,0.0,0.0,40.0,1.0,-2.0,2.8
54,130,0.0,0.0,0.0,40.0,1.0,-1.0,2.9
54,131,0.0,0.0,0.0,35.0,1.0,0.0,3.0
54,132,0.0,0.0,0.0,30.0,1.0,-2.0,3.2
54,133,0.0,0.0,0.0,35.0,1.0,-3.0,3.4
54,134,0.0,0.0,0.0,30.0,1.0,-3.0,3.5
54,135,0.0,0.0,0.0,30.0,1.0,-4.0,3.8
55,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,7.9
55,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,7.9
55,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,8.2
55,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,8.2
55,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,8.4
55,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,8.5
55,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,8.6
55,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,8.6
55,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,8.7
55,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,8.8
55,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,8.9
55,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,8.9
55,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,9.0
55,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,9.1
55,133,0.0,0.0,0.0,50.0,1.0,2.0,9.1
55,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,9.1
55,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,9.1
56,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,13.9
56,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,13.9
56,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.0
56,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.0
56,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.1
56,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.1
56,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.2
56,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.3
56,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.4
56,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.6
56,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.7
56,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.9
56,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,15.0
56,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,15.0
56,133,-99.0,-99.0,0.0,-99.0,1.0,-99.0,15.2
56,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,15.2
56,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,15.3
57,119,0.0,0.0,0.0,45.0,1.0,-3.0,3.7
57,120,0.0,0.0,0.0,50.0,1.0,-4.0,4.0
57,121,0.0,0.0,0.0,50.0,1.0,-5.0,4.4
57,122,0.0,0.0,0.0,40.0,1.0,-3.0,4.6
57,123,0.0,0.0,0.0,50.0,1.0,-5.0,4.7
57,124,0.0,0.0,0.0,40.0,1.0,-5.0,4.9
57,125,0.0,0.0,0.0,45.0,1.0,-5.0,4.8
57,126,0.0,0.0,0.0,45.0,1.0,-5.0,4.6
57,127,0.0,0.0,0.0,40.0,1.0,-5.0,4.5
57,128,0.0,0.0,0.0,40.0,1.0,-4.0,4.2
57,129,0.0,0.0,0.0,40.0,1.0,-4.0,3.9
57,130,0.0,0.0,0.0,40.0,1.0,-4.0,3.6
57,131,0.0,0.0,0.0,35.0,1.0,-4.0,3.6
57,132,0.0,0.0,0.0,30.0,1.0,-3.0,3.6
57,133,0.0,0.0,0.0,30.0,1.0,-1.0,5.3
57,134,0.0,0.0,0.0,35.0,1.0,1.0,7.7
57,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,10.2
58,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,8.9
58,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,8.9
58,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,9.0
58,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,9.1
58,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,9.2
58,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,9.1
58,125,0.0,0.0,0.0,50.0,1.0,1.0,9.0
58,126,0.0,0.0,0.0,50.0,1.0,1.0,8.3
