nx,ny,PCP,POP,PTY,REH,SKY,TMP,WSD
50,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,6.0
50,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,8.2
50,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,10.4
50,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,11.2
50,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,12.0
50,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,12.7
50,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,12.9
50,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,13.2
50,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,13.4
50,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,13.6
50,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,13.8
50,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,13.9
50,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.1
50,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.1
50,133,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.2
50,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.3
50,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,14.4
51,119,0.0,30.0,0.0,75.0,4.0,-4.0,1.3
51,120,0.0,30.0,0.0,70.0,4.0,-4.0,1.3
51,121,0.0,30.0,0.0,65.0,4.0,-4.0,1.6
51,122,0.0,30.0,0.0,65.0,4.0,-4.0,1.8
51,123,0.0,30.0,0.0,60.0,4.0,-5.0,1.9
51,124,0.0,30.0,0.0,60.0,4.0,-6.0,1.9
51,125,0.0,30.0,0.0,65.0,4.0,-7.0,1.9
51,126,0.0,30.0,0.0,65.0,4.0,-7.0,1.9
51,127,0.0,30.0,0.0,70.0,4.0,-7.0,1.9
51,128,0.0,30.0,0.0,70.0,4.0,-7.0,2.1
51,129,0.0,30.0,0.0,70.0,4.0,-8.0,2.3
51,130,0.0,30.0,0.0,75.0,4.0,-8.0,2.6
